input,language,decidability,target_expert,allowed_experts,difficulty,group_id,source_type,source_id,record_type,ko_node_ids,ood_flag,boundary_flag,quality_status,notes
ما معايير صحة المناهج والبراهين المستخدمة في «الهندسة الإقليدية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,medium,math.geometry.euclidean-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.euclidean-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.euclidean-geometry; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «الهندسة الإقليدية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,medium,math.geometry.euclidean-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.euclidean-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.euclidean-geometry; lens=A; owner_approved_2026-09-05
كيف تطورت «الهندسة الإقليدية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,medium,math.geometry.euclidean-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.euclidean-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.euclidean-geometry; lens=T; owner_approved_2026-09-05
ما أثر «الهندسة الإقليدية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,medium,math.geometry.euclidean-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.euclidean-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.euclidean-geometry; lens=H; owner_approved_2026-09-05
"ما موضوع «الهندسة التحليلية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of geometric objects and relationships through coordinates, equations, transformations, and algebraic representation.)",mixed,decisive,O_subject_ontology,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=O; owner_approved_2026-09-05
عند دراسة «الهندسة التحليلية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=E; owner_approved_2026-09-05
كيف يرتبط «الهندسة التحليلية» بموضوعه الأب «الهندسة»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «الهندسة التحليلية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «الهندسة التحليلية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=A; owner_approved_2026-09-05
كيف تطورت «الهندسة التحليلية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=T; owner_approved_2026-09-05
ما أثر «الهندسة التحليلية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,medium,math.geometry.analytic-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.analytic-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.analytic-geometry; lens=H; owner_approved_2026-09-05
"ما موضوع «الهندسة التفاضلية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of smooth curves, surfaces, manifolds, metrics, and geometric properties using differential and analytic methods.)",mixed,decisive,O_subject_ontology,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=O; owner_approved_2026-09-05
عند دراسة «الهندسة التفاضلية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=E; owner_approved_2026-09-05
كيف يرتبط «الهندسة التفاضلية» بموضوعه الأب «الهندسة»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «الهندسة التفاضلية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «الهندسة التفاضلية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=A; owner_approved_2026-09-05
كيف تطورت «الهندسة التفاضلية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=T; owner_approved_2026-09-05
ما أثر «الهندسة التفاضلية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,medium,math.geometry.differential-geometry,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.geometry.differential-geometry,false,false,approved,curriculum_generated from ko.math.v0.1.math.geometry.differential-geometry; lens=H; owner_approved_2026-09-05
"ما موضوع «الفضاءات المتجهية والتحويلات الخطية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of vector spaces, subspaces, bases, dimension, linear maps, kernels, images, and canonical linear constructions.)",mixed,decisive,O_subject_ontology,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=O; owner_approved_2026-09-05
عند دراسة «الفضاءات المتجهية والتحويلات الخطية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=E; owner_approved_2026-09-05
كيف يرتبط «الفضاءات المتجهية والتحويلات الخطية» بموضوعه الأب «الجبر الخطي»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «الفضاءات المتجهية والتحويلات الخطية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «الفضاءات المتجهية والتحويلات الخطية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=A; owner_approved_2026-09-05
كيف تطورت «الفضاءات المتجهية والتحويلات الخطية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=T; owner_approved_2026-09-05
ما أثر «الفضاءات المتجهية والتحويلات الخطية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=H; owner_approved_2026-09-05
"من الأخطاء الشائعة عند دراسة «الفضاءات المتجهية والتحويلات الخطية»: ما الفروق الدقيقة التي يخلط فيها المتعلمون بينه وبين المفاهيم المجاورة؟ (Include statements about vector spaces, subspaces, bases, dimension, and linear maps; route matrix-specific canonical-form work to Matrix Theory.)",mixed,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.vector-spaces-linear-maps,curriculum_generated,src-ko-curriculum-v0.1,misconception_check,ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps,false,true,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.vector-spaces-linear-maps; lens=R; boundary_test; owner_approved_2026-09-05
"ما موضوع «نظرية المصفوفات» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of matrices, determinants, canonical forms, eigenstructure, matrix decompositions, and matrix invariants.)",mixed,decisive,O_subject_ontology,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=O; owner_approved_2026-09-05
عند دراسة «نظرية المصفوفات»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=E; owner_approved_2026-09-05
كيف يرتبط «نظرية المصفوفات» بموضوعه الأب «الجبر الخطي»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «نظرية المصفوفات»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «نظرية المصفوفات» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=A; owner_approved_2026-09-05
كيف تطورت «نظرية المصفوفات» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=T; owner_approved_2026-09-05
ما أثر «نظرية المصفوفات» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=H; owner_approved_2026-09-05
من الأخطاء الشائعة عند دراسة «نظرية المصفوفات»: ما الفروق الدقيقة التي يخلط فيها المتعلمون بينه وبين المفاهيم المجاورة؟ (Include matrix invariants and canonical forms; route abstract linear-map statements without matrix representation to Vector Spaces and Linear Maps.),mixed,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.matrix-theory,curriculum_generated,src-ko-curriculum-v0.1,misconception_check,ko.math.v0.1.math.algebra.linear-algebra.matrix-theory,false,true,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.matrix-theory; lens=R; boundary_test; owner_approved_2026-09-05
"ما موضوع «الأنظمة الخطية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of existence, uniqueness, structure, and solution methods for systems of linear equations and related operator equations.)",mixed,decisive,O_subject_ontology,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=O; owner_approved_2026-09-05
عند دراسة «الأنظمة الخطية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=E; owner_approved_2026-09-05
كيف يرتبط «الأنظمة الخطية» بموضوعه الأب «الجبر الخطي»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «الأنظمة الخطية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «الأنظمة الخطية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=A; owner_approved_2026-09-05
كيف تطورت «الأنظمة الخطية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=T; owner_approved_2026-09-05
ما أثر «الأنظمة الخطية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=H; owner_approved_2026-09-05
من الأخطاء الشائعة عند دراسة «الأنظمة الخطية»: ما الفروق الدقيقة التي يخلط فيها المتعلمون بينه وبين المفاهيم المجاورة؟ (Include linear equation systems and their solution spaces; exclude nonlinear systems and numerical implementation details.),mixed,decisive,R_structure_relations,,hard,math.algebra.linear-algebra.linear-systems,curriculum_generated,src-ko-curriculum-v0.1,misconception_check,ko.math.v0.1.math.algebra.linear-algebra.linear-systems,false,true,approved,curriculum_generated from ko.math.v0.1.math.algebra.linear-algebra.linear-systems; lens=R; boundary_test; owner_approved_2026-09-05
"ما موضوع «نظرية الأعداد الابتدائية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of divisibility, congruences, primes, arithmetic functions, and integer properties using elementary or classical methods.)",mixed,decisive,O_subject_ontology,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=O; owner_approved_2026-09-05
عند دراسة «نظرية الأعداد الابتدائية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=E; owner_approved_2026-09-05
كيف يرتبط «نظرية الأعداد الابتدائية» بموضوعه الأب «نظرية الأعداد»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «نظرية الأعداد الابتدائية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «نظرية الأعداد الابتدائية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=A; owner_approved_2026-09-05
كيف تطورت «نظرية الأعداد الابتدائية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=T; owner_approved_2026-09-05
ما أثر «نظرية الأعداد الابتدائية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=H; owner_approved_2026-09-05
"من الأخطاء الشائعة عند دراسة «نظرية الأعداد الابتدائية»: ما الفروق الدقيقة التي يخلط فيها المتعلمون بينه وبين المفاهيم المجاورة؟ (Include integer divisibility, congruence, and primes; route number fields and ideals to Algebraic Number Theory.)",mixed,decisive,R_structure_relations,,hard,math.algebra.number-theory.elementary-number-theory,curriculum_generated,src-ko-curriculum-v0.1,misconception_check,ko.math.v0.1.math.algebra.number-theory.elementary-number-theory,false,true,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.elementary-number-theory; lens=R; boundary_test; owner_approved_2026-09-05
"ما موضوع «نظرية الأعداد الجبرية» وما الكيانات والمفاهيم الأساسية التي يتناولها؟ (The study of algebraic numbers, number fields, ideals, valuations, and arithmetic properties of algebraic extensions.)",mixed,decisive,O_subject_ontology,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=O; owner_approved_2026-09-05
عند دراسة «نظرية الأعداد الجبرية»: ما المراجع والأدلة الأساسية التي يستند إليها هذا الموضوع، وكيف نقيّم قوة كل دليل؟,ar,decisive,E_source_evidence,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=E; owner_approved_2026-09-05
كيف يرتبط «نظرية الأعداد الجبرية» بموضوعه الأب «نظرية الأعداد»؟ وما المفاهيم المجاورة التي تندرج معه تحت التخصص نفسه وما الحدود الفاصلة بينها؟,ar,decisive,R_structure_relations,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=R; owner_approved_2026-09-05
ما معايير صحة المناهج والبراهين المستخدمة في «نظرية الأعداد الجبرية»؟ وكيف نتحقق من صحة نتيجة قبل قبولها في هذا المجال؟,ar,decisive,M_method_validation,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=M; owner_approved_2026-09-05
كيف نطبق مفاهيم «نظرية الأعداد الجبرية» في مسألة عملية؟ اشرح خطوات الحل بمثال متدرج.,ar,decisive,A_function_application,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=A; owner_approved_2026-09-05
كيف تطورت «نظرية الأعداد الجبرية» تاريخيًا؟ وما المشكلات التي أحدثت ولادتها وأبرز المحطات في تطورها؟,ar,decisive,T_time_evolution,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=T; owner_approved_2026-09-05
ما أثر «نظرية الأعداد الجبرية» على الإنسان وأصحاب المصلحة؟ وأين تظهر تطبيقاته العملية في الحياة والصناعة؟,ar,decisive,H_human_value_context,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,question_answer,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,false,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=H; owner_approved_2026-09-05
من الأخطاء الشائعة عند دراسة «نظرية الأعداد الجبرية»: ما الفروق الدقيقة التي يخلط فيها المتعلمون بينه وبين المفاهيم المجاورة؟ (Include arithmetic of number fields and ideals; exclude abstract algebra without a number-theoretic question.),mixed,decisive,R_structure_relations,,hard,math.algebra.number-theory.algebraic-number-theory,curriculum_generated,src-ko-curriculum-v0.1,misconception_check,ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory,false,true,approved,curriculum_generated from ko.math.v0.1.math.algebra.number-theory.algebraic-number-theory; lens=R; boundary_test; owner_approved_2026-09-05
